,Unnamed: 0,country_name,indicator_name,year,value,hdi
20771,62,Haiti,Gender Inequality Index,2014,0.617,0.488
20772,63,Honduras,Gender Inequality Index,2014,0.48,0.606
20773,64,Hungary,Gender Inequality Index,2014,0.256,0.833
20774,65,Iceland,Gender Inequality Index,2014,0.083,0.924
20775,66,India,Gender Inequality Index,2014,0.563,0.618
20776,67,Indonesia,Gender Inequality Index,2014,0.47200000000000003,0.691
20777,68,Iran,Gender Inequality Index,2014,0.539,
20778,69,Iraq,Gender Inequality Index,2014,0.552,0.662
20779,70,Ireland,Gender Inequality Index,2014,0.135,0.92
20780,71,Israel,Gender Inequality Index,2014,0.127,0.9
20781,72,Italy,Gender Inequality Index,2014,0.087,0.8740000000000001
20782,73,Jamaica,Gender Inequality Index,2014,0.42700000000000005,0.72
20783,74,Japan,Gender Inequality Index,2014,0.127,0.904
20784,75,Jordan,Gender Inequality Index,2014,0.493,0.72
20785,76,Kazakhstan,Gender Inequality Index,2014,0.212,0.7979999999999999
20786,77,Kenya,Gender Inequality Index,2014,0.564,0.556
20787,78,Korea,Gender Inequality Index,2014,0.07200000000000001,
20788,79,Kuwait,Gender Inequality Index,2014,0.31,0.8
20789,80,Kyrgyzstan,Gender Inequality Index,2014,0.384,0.6629999999999999
20790,81,Lao,Gender Inequality Index,2014,0.48,
20791,82,Latvia,Gender Inequality Index,2014,0.20199999999999999,0.836
20792,83,Lebanon,Gender Inequality Index,2014,0.405,0.732
20793,84,Lesotho,Gender Inequality Index,2014,0.547,0.493
20794,85,Liberia,Gender Inequality Index,2014,0.657,0.46399999999999997
20795,86,Libya,Gender Inequality Index,2014,0.175,0.693
20796,87,Lithuania,Gender Inequality Index,2014,0.13699999999999998,0.852
20797,88,Luxembourg,Gender Inequality Index,2014,0.084,0.895
20798,89,Malawi,Gender Inequality Index,2014,0.625,0.47200000000000003
20799,90,Malaysia,Gender Inequality Index,2014,0.28300000000000003,0.792
20800,91,Maldives,Gender Inequality Index,2014,0.387,0.7020000000000001
20801,92,Mali,Gender Inequality Index,2014,0.677,0.414
20802,93,Malta,Gender Inequality Index,2014,0.196,0.868
20803,94,Mauritania,Gender Inequality Index,2014,0.629,0.518
20804,95,Mauritius,Gender Inequality Index,2014,0.358,0.7859999999999999
20805,96,Mexico,Gender Inequality Index,2014,0.361,0.754
20806,97,Moldova,Gender Inequality Index,2014,0.258,
20807,98,Mongolia,Gender Inequality Index,2014,0.317,0.733
20808,99,Montenegro,Gender Inequality Index,2014,0.165,0.8029999999999999
20809,100,Morocco,Gender Inequality Index,2014,0.525,0.653
20810,102,Myanmar,Gender Inequality Index,2014,0.507,0.5579999999999999
20811,104,Nepal,Gender Inequality Index,2014,0.506,0.562
20812,105,Netherlands,Gender Inequality Index,2014,0.048,0.925
20813,106,New,Gender Inequality Index,2014,0.16399999999999998,
20814,107,Nicaragua,Gender Inequality Index,2014,0.47200000000000003,0.64
20815,108,Niger,Gender Inequality Index,2014,0.669,0.353
20816,110,Norway,Gender Inequality Index,2014,0.057999999999999996,0.945
20817,111,Oman,Gender Inequality Index,2014,0.314,0.815
20818,112,Pakistan,Gender Inequality Index,2014,0.557,0.546
20819,113,Panama,Gender Inequality Index,2014,0.469,0.779
20820,114,Papua,Gender Inequality Index,2014,0.6,
20821,115,Paraguay,Gender Inequality Index,2014,0.484,0.7120000000000001
20822,116,Peru,Gender Inequality Index,2014,0.405,0.752
20823,117,Philippines,Gender Inequality Index,2014,0.43,0.6970000000000001
20824,118,Poland,Gender Inequality Index,2014,0.149,0.853
20825,119,Portugal,Gender Inequality Index,2014,0.11,0.84
20826,120,Qatar,Gender Inequality Index,2014,0.5429999999999999,0.8540000000000001
20827,121,Romania,Gender Inequality Index,2014,0.34700000000000003,0.8029999999999999
20828,122,Russian,Gender Inequality Index,2014,0.294,
20829,123,Rwanda,Gender Inequality Index,2014,0.42,0.513
20830,124,Saint,Gender Inequality Index,2014,0.355,
20831,125,Samoa,Gender Inequality Index,2014,0.413,0.698
20832,126,Sao,Gender Inequality Index,2014,0.542,
20833,127,Saudi,Gender Inequality Index,2014,0.265,
20834,128,Senegal,Gender Inequality Index,2014,0.535,0.501
20835,129,Serbia,Gender Inequality Index,2014,0.18600000000000003,0.78
20836,130,Sierra,Gender Inequality Index,2014,0.655,
20837,131,Singapore,Gender Inequality Index,2014,0.07,0.9279999999999999
20838,132,Slovakia,Gender Inequality Index,2014,0.18600000000000003,0.845
20839,133,Slovenia,Gender Inequality Index,2014,0.065,0.8859999999999999
20840,134,South,Gender Inequality Index,2014,0.428,
20841,135,Spain,Gender Inequality Index,2014,0.09,0.88
20842,136,Sri,Gender Inequality Index,2014,0.39,
20843,137,Sudan,Gender Inequality Index,2014,0.599,0.496
20844,138,Suriname,Gender Inequality Index,2014,0.511,0.726
20845,139,Sweden,Gender Inequality Index,2014,0.046,0.929
20846,140,Switzerland,Gender Inequality Index,2014,0.049,0.9390000000000001
20847,141,Syrian,Gender Inequality Index,2014,0.56,
20848,142,Tajikistan,Gender Inequality Index,2014,0.382,0.642
20849,143,Tanzania,Gender Inequality Index,2014,0.5489999999999999,
20850,144,Thailand,Gender Inequality Index,2014,0.38,0.7390000000000001
20851,145,Togo,Gender Inequality Index,2014,0.573,0.495
20852,146,Tonga,Gender Inequality Index,2014,0.674,0.6990000000000001
20853,147,Trinidad,Gender Inequality Index,2014,0.348,
20854,148,Tunisia,Gender Inequality Index,2014,0.295,0.728
20855,149,Turkey,Gender Inequality Index,2014,0.34700000000000003,0.792
20856,150,Uganda,Gender Inequality Index,2014,0.541,0.509
20857,151,Ukraine,Gender Inequality Index,2014,0.302,0.747
20858,152,United,Gender Inequality Index,2014,0.205,
20859,153,United,Gender Inequality Index,2014,0.161,
20860,154,United,Gender Inequality Index,2014,0.225,
20861,155,Uruguay,Gender Inequality Index,2014,0.32,0.8
20862,156,Uzbekistan,Gender Inequality Index,2014,0.29100000000000004,0.693
20863,157,Venezuela,Gender Inequality Index,2014,0.47100000000000003,
20864,158,Viet,Gender Inequality Index,2014,0.33,
20865,159,Yemen,Gender Inequality Index,2014,0.831,0.504
20866,160,Zambia,Gender Inequality Index,2014,0.584,0.565
20867,161,Zimbabwe,Gender Inequality Index,2014,0.534,0.537
20868,189,Afghanistan,Gender Inequality Index,2015,0.614,0.49
20869,190,Albania,Gender Inequality Index,2015,0.256,0.7879999999999999
20870,191,Algeria,Gender Inequality Index,2015,0.442,0.7509999999999999
20871,192,Angola,Gender Inequality Index,2015,0.575,0.565
20872,194,Armenia,Gender Inequality Index,2015,0.301,0.748
20873,195,Australia,Gender Inequality Index,2015,0.11,0.9329999999999999
20874,196,Austria,Gender Inequality Index,2015,0.08900000000000001,0.9059999999999999
20875,197,Azerbaijan,Gender Inequality Index,2015,0.31,0.7490000000000001
20876,198,Bahamas,Gender Inequality Index,2015,0.374,0.799
20877,199,Bahrain,Gender Inequality Index,2015,0.226,0.8340000000000001
20878,200,Bangladesh,Gender Inequality Index,2015,0.5489999999999999,0.588
20879,201,Barbados,Gender Inequality Index,2015,0.295,0.812
20880,202,Belarus,Gender Inequality Index,2015,0.153,0.8109999999999999
20881,203,Belgium,Gender Inequality Index,2015,0.057,0.9129999999999999
20882,204,Belize,Gender Inequality Index,2015,0.386,0.715
20883,205,Benin,Gender Inequality Index,2015,0.622,0.51
20884,206,Bhutan,Gender Inequality Index,2015,0.495,0.606
20885,207,Bolivia,Gender Inequality Index,2015,0.456,
20886,208,Bosnia,Gender Inequality Index,2015,0.177,
20887,209,Botswana,Gender Inequality Index,2015,0.469,0.7140000000000001
20888,210,Brazil,Gender Inequality Index,2015,0.413,0.755
20889,212,Bulgaria,Gender Inequality Index,2015,0.23399999999999999,0.807
20890,213,Burkina,Gender Inequality Index,2015,0.623,
20891,214,Burundi,Gender Inequality Index,2015,0.524,0.42700000000000005
20892,215,Cabo,Gender Inequality Index,2015,0.37799999999999995,
20893,216,Cambodia,Gender Inequality Index,2015,0.47600000000000003,0.5660000000000001
20894,217,Cameroon,Gender Inequality Index,2015,0.5770000000000001,0.5479999999999999
20895,218,Canada,Gender Inequality Index,2015,0.10800000000000001,0.917
20896,220,Chad,Gender Inequality Index,2015,0.7070000000000001,0.40299999999999997
20897,221,Chile,Gender Inequality Index,2015,0.33299999999999996,0.8390000000000001
20898,222,China,Gender Inequality Index,2015,0.165,0.742
20899,223,Colombia,Gender Inequality Index,2015,0.413,0.753
20900,224,Congo,Gender Inequality Index,2015,0.5920000000000001,0.614
20901,225,Congo,Gender Inequality Index,2015,0.659,0.614
20902,226,Costa,Gender Inequality Index,2015,0.308,
20903,227,Croatia,Gender Inequality Index,2015,0.15,0.83
20904,228,Cuba,Gender Inequality Index,2015,0.32,0.768
20905,229,Cyprus,Gender Inequality Index,2015,0.114,0.8640000000000001
20906,230,Czechia,Gender Inequality Index,2015,0.134,0.882
20907,231,Côte,Gender Inequality Index,2015,0.6629999999999999,
20908,232,Denmark,Gender Inequality Index,2015,0.044000000000000004,0.9259999999999999
20909,233,Dominican,Gender Inequality Index,2015,0.473,
20910,234,Ecuador,Gender Inequality Index,2015,0.39299999999999996,0.758
20911,236,El,Gender Inequality Index,2015,0.397,
20912,237,Estonia,Gender Inequality Index,2015,0.14400000000000002,0.871
20913,238,Eswatini,Gender Inequality Index,2015,0.574,
20914,239,Ethiopia,Gender Inequality Index,2015,0.519,0.45299999999999996
20915,240,Fiji,Gender Inequality Index,2015,0.36,0.718
20916,241,Finland,Gender Inequality Index,2015,0.063,0.919
20917,242,France,Gender Inequality Index,2015,0.086,0.888
20918,243,Gabon,Gender Inequality Index,2015,0.5429999999999999,0.6920000000000001
20919,244,Gambia,Gender Inequality Index,2015,0.637,0.45399999999999996
20920,245,Georgia,Gender Inequality Index,2015,0.37799999999999995,0.7709999999999999
20921,246,Germany,Gender Inequality Index,2015,0.076,0.9329999999999999
20922,247,Ghana,Gender Inequality Index,2015,0.555,0.585
20923,248,Greece,Gender Inequality Index,2015,0.126,0.868
20924,249,Guatemala,Gender Inequality Index,2015,0.499,0.647
20925,250,Guyana,Gender Inequality Index,2015,0.503,0.6629999999999999
20926,251,Haiti,Gender Inequality Index,2015,0.614,0.49200000000000005
20927,252,Honduras,Gender Inequality Index,2015,0.475,0.613
20928,253,Hungary,Gender Inequality Index,2015,0.261,0.835
20929,254,Iceland,Gender Inequality Index,2015,0.075,0.927
20930,255,India,Gender Inequality Index,2015,0.551,0.627
20931,256,Indonesia,Gender Inequality Index,2015,0.467,0.696
20932,257,Iran,Gender Inequality Index,2015,0.528,
20933,258,Iraq,Gender Inequality Index,2015,0.5489999999999999,0.665
20934,259,Ireland,Gender Inequality Index,2015,0.129,0.9259999999999999
20935,260,Israel,Gender Inequality Index,2015,0.114,0.9009999999999999
20936,261,Italy,Gender Inequality Index,2015,0.087,0.875
20937,262,Jamaica,Gender Inequality Index,2015,0.423,0.722
20938,263,Japan,Gender Inequality Index,2015,0.121,0.9059999999999999
20939,264,Jordan,Gender Inequality Index,2015,0.493,0.721
20940,265,Kazakhstan,Gender Inequality Index,2015,0.212,0.8059999999999999
20941,266,Kenya,Gender Inequality Index,2015,0.56,0.562
20942,267,Korea,Gender Inequality Index,2015,0.068,
20943,268,Kuwait,Gender Inequality Index,2015,0.308,0.807
20944,269,Kyrgyzstan,Gender Inequality Index,2015,0.4,0.6659999999999999
20945,270,Lao,Gender Inequality Index,2015,0.474,
20946,271,Latvia,Gender Inequality Index,2015,0.19899999999999998,0.8420000000000001
20947,272,Lebanon,Gender Inequality Index,2015,0.402,0.728
20948,273,Lesotho,Gender Inequality Index,2015,0.547,0.499
20949,274,Liberia,Gender Inequality Index,2015,0.66,0.46299999999999997
20950,275,Libya,Gender Inequality Index,2015,0.174,0.691
20951,276,Lithuania,Gender Inequality Index,2015,0.133,0.855
20952,277,Luxembourg,Gender Inequality Index,2015,0.077,0.899
20953,278,Malawi,Gender Inequality Index,2015,0.624,0.475
20954,279,Malaysia,Gender Inequality Index,2015,0.28600000000000003,0.797
20955,280,Maldives,Gender Inequality Index,2015,0.384,0.7090000000000001
20956,281,Mali,Gender Inequality Index,2015,0.6779999999999999,0.41200000000000003
20957,282,Malta,Gender Inequality Index,2015,0.19699999999999998,0.877
20958,283,Mauritania,Gender Inequality Index,2015,0.625,0.521
20959,284,Mauritius,Gender Inequality Index,2015,0.379,0.7859999999999999
20960,285,Mexico,Gender Inequality Index,2015,0.35200000000000004,0.759
20961,286,Moldova,Gender Inequality Index,2015,0.24,
20962,287,Mongolia,Gender Inequality Index,2015,0.321,0.736
20963,288,Montenegro,Gender Inequality Index,2015,0.159,0.807
20964,289,Morocco,Gender Inequality Index,2015,0.504,0.66
20965,290,Mozambique,Gender Inequality Index,2015,0.5720000000000001,0.428
20966,291,Myanmar,Gender Inequality Index,2015,0.44299999999999995,0.565
20967,292,Namibia,Gender Inequality Index,2015,0.47700000000000004,0.637
20968,293,Nepal,Gender Inequality Index,2015,0.499,0.568
20969,294,Netherlands,Gender Inequality Index,2015,0.048,0.927
20970,295,New,Gender Inequality Index,2015,0.156,
20971,296,Nicaragua,Gender Inequality Index,2015,0.469,0.644
20972,297,Niger,Gender Inequality Index,2015,0.667,0.36
20973,298,North,Gender Inequality Index,2015,0.162,
20974,299,Norway,Gender Inequality Index,2015,0.054000000000000006,0.948
20975,300,Oman,Gender Inequality Index,2015,0.317,0.8270000000000001
20976,301,Pakistan,Gender Inequality Index,2015,0.551,0.55
20977,302,Panama,Gender Inequality Index,2015,0.467,0.782
20978,303,Papua,Gender Inequality Index,2015,0.597,
20979,304,Paraguay,Gender Inequality Index,2015,0.48200000000000004,0.718
20980,305,Peru,Gender Inequality Index,2015,0.402,0.75
20981,306,Philippines,Gender Inequality Index,2015,0.43,0.7020000000000001
20982,307,Poland,Gender Inequality Index,2015,0.142,0.858
20983,308,Portugal,Gender Inequality Index,2015,0.099,0.843
20984,309,Qatar,Gender Inequality Index,2015,0.539,0.851
20985,310,Romania,Gender Inequality Index,2015,0.34600000000000003,0.8059999999999999
20986,311,Russian,Gender Inequality Index,2015,0.28,
20987,312,Rwanda,Gender Inequality Index,2015,0.415,0.515
20988,313,Saint,Gender Inequality Index,2015,0.341,
20989,314,Samoa,Gender Inequality Index,2015,0.409,0.6990000000000001
20990,315,Sao,Gender Inequality Index,2015,0.54,
20991,316,Saudi,Gender Inequality Index,2015,0.254,
20992,317,Senegal,Gender Inequality Index,2015,0.531,0.504
20993,318,Serbia,Gender Inequality Index,2015,0.184,0.785
20994,319,Sierra,Gender Inequality Index,2015,0.653,
20995,320,Singapore,Gender Inequality Index,2015,0.068,0.929
20996,321,Slovakia,Gender Inequality Index,2015,0.18600000000000003,0.8490000000000001
20997,322,Slovenia,Gender Inequality Index,2015,0.063,0.8859999999999999
20998,323,South,Gender Inequality Index,2015,0.42700000000000005,
20999,324,Spain,Gender Inequality Index,2015,0.084,0.885
21000,325,Sri,Gender Inequality Index,2015,0.39799999999999996,
21001,326,Sudan,Gender Inequality Index,2015,0.579,0.501
21002,327,Suriname,Gender Inequality Index,2015,0.46799999999999997,0.73
21003,328,Sweden,Gender Inequality Index,2015,0.045,0.932
21004,329,Switzerland,Gender Inequality Index,2015,0.047,0.943
21005,330,Syrian,Gender Inequality Index,2015,0.5589999999999999,
21006,331,Tajikistan,Gender Inequality Index,2015,0.384,0.642
21007,332,Tanzania,Gender Inequality Index,2015,0.544,
21008,333,Thailand,Gender Inequality Index,2015,0.37799999999999995,0.746
21009,334,Togo,Gender Inequality Index,2015,0.573,0.502
21010,335,Tonga,Gender Inequality Index,2015,0.672,0.7140000000000001
21011,336,Trinidad,Gender Inequality Index,2015,0.33399999999999996,
21012,337,Tunisia,Gender Inequality Index,2015,0.297,0.731
21013,338,Turkey,Gender Inequality Index,2015,0.33299999999999996,0.8
21014,339,Uganda,Gender Inequality Index,2015,0.536,0.515
21015,340,Ukraine,Gender Inequality Index,2015,0.298,0.742
21016,341,United,Gender Inequality Index,2015,0.17800000000000002,
21017,342,United,Gender Inequality Index,2015,0.146,
21018,343,United,Gender Inequality Index,2015,0.21899999999999997,
21019,344,Uruguay,Gender Inequality Index,2015,0.28800000000000003,0.802
21020,345,Uzbekistan,Gender Inequality Index,2015,0.303,0.696
21021,346,Venezuela,Gender Inequality Index,2015,0.47,
21022,347,Viet,Gender Inequality Index,2015,0.33299999999999996,
21023,348,Yemen,Gender Inequality Index,2015,0.841,0.493
21024,349,Zambia,Gender Inequality Index,2015,0.5710000000000001,0.57
21025,350,Zimbabwe,Gender Inequality Index,2015,0.54,0.544
21026,378,Afghanistan,Gender Inequality Index,2016,0.605,0.491
21027,379,Albania,Gender Inequality Index,2016,0.249,0.7879999999999999
21028,380,Algeria,Gender Inequality Index,2016,0.439,0.755
21029,381,Angola,Gender Inequality Index,2016,0.5720000000000001,0.57
21030,382,Argentina,Gender Inequality Index,2016,0.359,0.828
21031,383,Armenia,Gender Inequality Index,2016,0.3,0.7509999999999999
21032,384,Australia,Gender Inequality Index,2016,0.107,0.935
21033,385,Austria,Gender Inequality Index,2016,0.086,0.909
21034,386,Azerbaijan,Gender Inequality Index,2016,0.315,0.7490000000000001
21035,387,Bahamas,Gender Inequality Index,2016,0.37200000000000005,0.8
21036,388,Bahrain,Gender Inequality Index,2016,0.225,0.8390000000000001
21037,389,Bangladesh,Gender Inequality Index,2016,0.547,0.599
21038,390,Barbados,Gender Inequality Index,2016,0.289,0.8140000000000001
21039,391,Belarus,Gender Inequality Index,2016,0.136,0.812
21040,392,Belgium,Gender Inequality Index,2016,0.053,0.915
21041,393,Belize,Gender Inequality Index,2016,0.384,0.722
21042,394,Benin,Gender Inequality Index,2016,0.618,0.512
21043,395,Bhutan,Gender Inequality Index,2016,0.491,0.61
21044,396,Bolivia,Gender Inequality Index,2016,0.44799999999999995,
21045,397,Bosnia,Gender Inequality Index,2016,0.17300000000000001,
21046,398,Botswana,Gender Inequality Index,2016,0.467,0.7190000000000001
21047,399,Brazil,Gender Inequality Index,2016,0.41,0.757
21048,400,Brunei,Gender Inequality Index,2016,0.276,
21049,401,Bulgaria,Gender Inequality Index,2016,0.23199999999999998,0.812
21050,402,Burkina,Gender Inequality Index,2016,0.621,
21051,403,Burundi,Gender Inequality Index,2016,0.523,0.42700000000000005
21052,404,Cabo,Gender Inequality Index,2016,0.376,
21053,405,Cambodia,Gender Inequality Index,2016,0.475,0.5720000000000001
21054,406,Cameroon,Gender Inequality Index,2016,0.574,0.556
21055,407,Canada,Gender Inequality Index,2016,0.099,0.92
21056,408,Central,Gender Inequality Index,2016,0.693,
21057,409,Chad,Gender Inequality Index,2016,0.705,0.39799999999999996
21058,410,Chile,Gender Inequality Index,2016,0.326,0.843
21059,411,China,Gender Inequality Index,2016,0.16399999999999998,0.7490000000000001
21060,412,Colombia,Gender Inequality Index,2016,0.41,0.759
21061,413,Congo,Gender Inequality Index,2016,0.59,0.613
21062,414,Congo,Gender Inequality Index,2016,0.6559999999999999,0.613
21063,415,Costa,Gender Inequality Index,2016,0.309,
21064,416,Croatia,Gender Inequality Index,2016,0.158,0.8320000000000001
21065,417,Cuba,Gender Inequality Index,2016,0.319,0.7709999999999999
21066,418,Cyprus,Gender Inequality Index,2016,0.09,0.8690000000000001
21067,419,Czechia,Gender Inequality Index,2016,0.135,0.885
21068,420,Côte,Gender Inequality Index,2016,0.66,
21069,421,Denmark,Gender Inequality Index,2016,0.042,0.9279999999999999
21070,422,Dominican,Gender Inequality Index,2016,0.457,
21071,423,Ecuador,Gender Inequality Index,2016,0.387,0.7559999999999999
21072,424,Egypt,Gender Inequality Index,2016,0.452,0.695
21073,425,El,Gender Inequality Index,2016,0.39399999999999996,
21074,426,Estonia,Gender Inequality Index,2016,0.132,0.875
21075,427,Eswatini,Gender Inequality Index,2016,0.5720000000000001,
21076,428,Ethiopia,Gender Inequality Index,2016,0.515,0.46
21077,429,Fiji,Gender Inequality Index,2016,0.365,0.718
21078,430,Finland,Gender Inequality Index,2016,0.059000000000000004,0.922
21079,431,France,Gender Inequality Index,2016,0.08,0.887
21080,432,Gabon,Gender Inequality Index,2016,0.542,0.696
21081,433,Gambia,Gender Inequality Index,2016,0.633,0.456
21082,434,Georgia,Gender Inequality Index,2016,0.35600000000000004,0.7759999999999999
21083,435,Germany,Gender Inequality Index,2016,0.076,0.9359999999999999
21084,436,Ghana,Gender Inequality Index,2016,0.5529999999999999,0.5870000000000001
21085,437,Greece,Gender Inequality Index,2016,0.122,0.866
21086,438,Guatemala,Gender Inequality Index,2016,0.49200000000000005,0.648
21087,439,Guyana,Gender Inequality Index,2016,0.5,0.6659999999999999
21088,440,Haiti,Gender Inequality Index,2016,0.765,0.49700000000000005
21089,441,Honduras,Gender Inequality Index,2016,0.473,0.618
21090,442,Hungary,Gender Inequality Index,2016,0.265,0.838
21091,443,Iceland,Gender Inequality Index,2016,0.064,0.932
21092,444,India,Gender Inequality Index,2016,0.5379999999999999,0.637
21093,445,Indonesia,Gender Inequality Index,2016,0.46399999999999997,0.7
21094,446,Iran,Gender Inequality Index,2016,0.484,
21095,447,Iraq,Gender Inequality Index,2016,0.546,0.672
21096,448,Ireland,Gender Inequality Index,2016,0.109,0.9359999999999999
21097,449,Israel,Gender Inequality Index,2016,0.11,0.902
21098,450,Italy,Gender Inequality Index,2016,0.084,0.878
21099,451,Jamaica,Gender Inequality Index,2016,0.41200000000000003,0.722
21100,452,Japan,Gender Inequality Index,2016,0.10800000000000001,0.91
21101,453,Jordan,Gender Inequality Index,2016,0.474,0.722
21102,454,Kazakhstan,Gender Inequality Index,2016,0.209,0.8079999999999999
21103,455,Kenya,Gender Inequality Index,2016,0.557,0.568
21104,456,Korea,Gender Inequality Index,2016,0.063,
21105,457,Kuwait,Gender Inequality Index,2016,0.28600000000000003,0.809
21106,458,Kyrgyzstan,Gender Inequality Index,2016,0.396,0.669
21107,459,Lao,Gender Inequality Index,2016,0.466,
21108,460,Latvia,Gender Inequality Index,2016,0.19899999999999998,0.845
21109,461,Lebanon,Gender Inequality Index,2016,0.39899999999999997,0.725
21110,462,Lesotho,Gender Inequality Index,2016,0.541,0.507
21111,463,Liberia,Gender Inequality Index,2016,0.6579999999999999,0.46299999999999997
21112,464,Libya,Gender Inequality Index,2016,0.171,0.69
21113,465,Lithuania,Gender Inequality Index,2016,0.134,0.86
21114,466,Luxembourg,Gender Inequality Index,2016,0.07200000000000001,0.904
21115,467,Malawi,Gender Inequality Index,2016,0.621,0.478
21116,468,Malaysia,Gender Inequality Index,2016,0.287,0.8009999999999999
21117,469,Maldives,Gender Inequality Index,2016,0.38,0.713
21118,470,Mali,Gender Inequality Index,2016,0.6779999999999999,0.42
21119,471,Malta,Gender Inequality Index,2016,0.195,0.8809999999999999
21120,472,Mauritania,Gender Inequality Index,2016,0.622,0.519
21121,473,Mauritius,Gender Inequality Index,2016,0.377,0.79
21122,474,Mexico,Gender Inequality Index,2016,0.349,0.764
21123,475,Moldova,Gender Inequality Index,2016,0.237,
21124,476,Mongolia,Gender Inequality Index,2016,0.314,0.73
21125,477,Montenegro,Gender Inequality Index,2016,0.135,0.809
21126,478,Morocco,Gender Inequality Index,2016,0.494,0.669
21127,479,Mozambique,Gender Inequality Index,2016,0.5720000000000001,0.435
21128,480,Myanmar,Gender Inequality Index,2016,0.45799999999999996,0.5710000000000001
21129,481,Namibia,Gender Inequality Index,2016,0.475,0.639
21130,482,Nepal,Gender Inequality Index,2016,0.494,0.5720000000000001
21131,483,Netherlands,Gender Inequality Index,2016,0.045,0.929
21132,484,New,Gender Inequality Index,2016,0.152,
21133,485,Nicaragua,Gender Inequality Index,2016,0.461,0.649
21134,486,Niger,Gender Inequality Index,2016,0.659,0.365
21135,487,North,Gender Inequality Index,2016,0.161,
21136,488,Norway,Gender Inequality Index,2016,0.051,0.951
21137,489,Oman,Gender Inequality Index,2016,0.311,0.8340000000000001
21138,490,Pakistan,Gender Inequality Index,2016,0.55,0.556
21139,491,Panama,Gender Inequality Index,2016,0.465,0.789
21140,492,Papua,Gender Inequality Index,2016,0.594,
21141,493,Paraguay,Gender Inequality Index,2016,0.483,0.718
21142,494,Peru,Gender Inequality Index,2016,0.385,0.755
21143,495,Philippines,Gender Inequality Index,2016,0.424,0.7040000000000001
21144,496,Poland,Gender Inequality Index,2016,0.136,0.8640000000000001
21145,497,Portugal,Gender Inequality Index,2016,0.094,0.846
21146,498,Qatar,Gender Inequality Index,2016,0.537,0.847
21147,499,Romania,Gender Inequality Index,2016,0.34600000000000003,0.8079999999999999
21148,500,Russian,Gender Inequality Index,2016,0.278,
21149,501,Rwanda,Gender Inequality Index,2016,0.413,0.525
21150,502,Saint,Gender Inequality Index,2016,0.33899999999999997,
21151,503,Samoa,Gender Inequality Index,2016,0.374,0.7040000000000001
21152,504,Sao,Gender Inequality Index,2016,0.5379999999999999,
21153,505,Saudi,Gender Inequality Index,2016,0.24100000000000002,
21154,506,Senegal,Gender Inequality Index,2016,0.528,0.506
21155,507,Serbia,Gender Inequality Index,2016,0.17600000000000002,0.7909999999999999
21156,508,Sierra,Gender Inequality Index,2016,0.649,
21157,509,Singapore,Gender Inequality Index,2016,0.066,0.9329999999999999
21158,510,Slovakia,Gender Inequality Index,2016,0.184,0.851
21159,511,Slovenia,Gender Inequality Index,2016,0.057999999999999996,0.892
21160,512,South,Gender Inequality Index,2016,0.426,
21161,513,Spain,Gender Inequality Index,2016,0.08,0.888
21162,514,Sri,Gender Inequality Index,2016,0.384,
21163,515,Sudan,Gender Inequality Index,2016,0.573,0.505
21164,516,Suriname,Gender Inequality Index,2016,0.469,0.726
21165,517,Sweden,Gender Inequality Index,2016,0.044000000000000004,0.934
21166,518,Switzerland,Gender Inequality Index,2016,0.043,0.943
21167,519,Syrian,Gender Inequality Index,2016,0.551,
21168,520,Tajikistan,Gender Inequality Index,2016,0.37,0.647
21169,521,Tanzania,Gender Inequality Index,2016,0.541,
21170,522,Thailand,Gender Inequality Index,2016,0.374,0.753
21171,523,Togo,Gender Inequality Index,2016,0.57,0.506
21172,524,Tonga,Gender Inequality Index,2016,0.67,0.715
21173,525,Trinidad,Gender Inequality Index,2016,0.32799999999999996,
21174,526,Tunisia,Gender Inequality Index,2016,0.298,0.736
21175,527,Turkey,Gender Inequality Index,2016,0.326,0.8
21176,528,Uganda,Gender Inequality Index,2016,0.536,0.52
21177,529,Ukraine,Gender Inequality Index,2016,0.294,0.746
21178,530,United,Gender Inequality Index,2016,0.16,
21179,531,United,Gender Inequality Index,2016,0.138,
21180,532,United,Gender Inequality Index,2016,0.21100000000000002,
21181,533,Uruguay,Gender Inequality Index,2016,0.28600000000000003,0.8059999999999999
21182,534,Uzbekistan,Gender Inequality Index,2016,0.303,0.701
21183,535,Venezuela,Gender Inequality Index,2016,0.48100000000000004,
21184,536,Viet,Gender Inequality Index,2016,0.32299999999999995,
21185,537,Yemen,Gender Inequality Index,2016,0.8370000000000001,0.47700000000000004
21186,538,Zambia,Gender Inequality Index,2016,0.5479999999999999,0.58
21187,539,Zimbabwe,Gender Inequality Index,2016,0.535,0.5489999999999999
21188,567,Afghanistan,Gender Inequality Index,2017,0.59,0.493
21189,568,Albania,Gender Inequality Index,2017,0.23600000000000002,0.789
21190,569,Algeria,Gender Inequality Index,2017,0.447,0.758
21191,570,Angola,Gender Inequality Index,2017,0.58,0.5760000000000001
21192,571,Argentina,Gender Inequality Index,2017,0.355,0.8320000000000001
21193,572,Armenia,Gender Inequality Index,2017,0.263,0.758
21194,573,Australia,Gender Inequality Index,2017,0.10400000000000001,0.937
21195,574,Austria,Gender Inequality Index,2017,0.078,0.912
21196,575,Azerbaijan,Gender Inequality Index,2017,0.318,0.752
21197,576,Bahamas,Gender Inequality Index,2017,0.353,0.804
