,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,HDI
10119,Samoa,WSM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,14.2879307,0.645
10120,San Marino,SMR,"Population, total",SP.POP.TOTL,2001,27812.0,..
10122,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2001,1160626398.0,..
10125,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2001,144755.0,0.489
10126,Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,62.016999999999996,0.489
10127,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2001,75951127.73,0.489
10128,Sao Tome and Principe,STP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.582999945,0.489
10129,Sao Tome and Principe,STP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,10.41075267,0.489
10130,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2001,21202642.0,0.747
10131,Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.759,0.747
10132,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2001,184137000000.0,0.747
10133,Saudi Arabia,SAU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,2.099999905,0.747
10134,Saudi Arabia,SAU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,5.171189274,0.747
10135,Senegal,SEN,"Population, total",SP.POP.TOTL,2001,10036104.0,0.406
10136,Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,58.177,0.406
10137,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2001,6174898370.0,0.406
10138,Senegal,SEN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.68900001,0.406
10139,Senegal,SEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,16.34434062,0.406
10140,Serbia,SRB,"Population, total",SP.POP.TOTL,2001,7503433.0,0.716
10141,Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.23414634,0.716
10142,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2001,12267175481.0,0.716
10143,Serbia,SRB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,4.277999878,0.716
10144,Serbia,SRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,17.82050409,0.716
10145,Seychelles,SYC,"Population, total",SP.POP.TOTL,2001,81202.0,0.708
10146,Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,73.25365854,0.708
10147,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2001,622262057.2,0.708
10149,Seychelles,SYC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,2.825866279,0.708
10150,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2001,4754072.0,0.302
10151,Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,40.369,0.302
10152,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2001,1090467712.0,0.302
10153,Sierra Leone,SLE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,2.63499999,0.302
10154,Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,45.13635404,0.302
10155,Singapore,SGP,"Population, total",SP.POP.TOTL,2001,4138012.0,0.822
10156,Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.25121951,0.822
10157,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2001,89794943350.0,0.822
10158,Singapore,SGP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,5.1690001489999995,0.822
10159,Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,0.082356656,0.822
10160,Slovenia,SVN,"Population, total",SP.POP.TOTL,2001,1992060.0,0.835
10161,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,75.75853659,0.835
10162,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2001,20876309576.0,0.835
10163,Slovenia,SVN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.74000001,0.835
10164,Slovenia,SVN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,2.788071778,0.835
10165,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2001,423944.0,0.48
10166,Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,67.816,0.48
10167,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2001,400463452.1,0.48
10168,Solomon Islands,SLB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.1829999690000002,0.48
10169,Solomon Islands,SLB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,24.44096483,0.48
10170,Somalia,SOM,"Population, total",SP.POP.TOTL,2001,9186725.0,..
10171,Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,51.213,..
10173,Somalia,SOM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.628999949,..
10175,South Africa,ZAF,"Population, total",SP.POP.TOTL,2001,45571274.0,0.61
10176,South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,55.089,0.61
10177,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2001,121515000000.0,0.61
10178,South Africa,ZAF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,7.771999836,0.61
10179,South Africa,ZAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,3.2163832130000003,0.61
10180,South Sudan,SSD,"Population, total",SP.POP.TOTL,2001,6447793.0,..
10181,South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,49.592,..
10183,South Sudan,SSD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.089999914,..
10185,Spain,ESP,"Population, total",SP.POP.TOTL,2001,40850412.0,0.828
10186,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,79.36829268,0.828
10187,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2001,627287000000.0,0.828
10188,Spain,ESP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,5.410999775,0.828
10189,Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,3.677640148,0.828
10190,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2001,18911730.0,0.693
10191,Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.233,0.693
10192,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2001,15749753805.0,0.693
10193,Sri Lanka,LKA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,2.273000002,0.693
10194,Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,20.066605199999998,0.693
10195,Sudan,SDN,"Population, total",SP.POP.TOTL,2001,27971082.0,0.409
10196,Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,58.858999999999995,0.409
10197,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2001,13182979784.0,0.409
10198,Sudan,SDN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,5.715000152999999,0.409
10199,Sudan,SDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,41.24523701,0.409
10200,Suriname,SUR,"Population, total",SP.POP.TOTL,2001,476579.0,..
10201,Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,67.913,..
10202,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2001,834279357.8,..
10203,Suriname,SUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.7900000209999999,..
10204,Suriname,SUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,9.0948679,..
10205,Sweden,SWE,"Population, total",SP.POP.TOTL,2001,8895960.0,0.9
10206,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,79.79512195,0.9
10207,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2001,241019000000.0,0.9
10208,Sweden,SWE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.726999998,0.9
10209,Sweden,SWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,1.956048361,0.9
10210,Switzerland,CHE,"Population, total",SP.POP.TOTL,2001,7229854.0,0.891
10211,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,80.18048780000001,0.891
10212,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2001,278631000000.0,0.891
10213,Switzerland,CHE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,6.7680001260000004,0.891
10214,Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,0.993369033,0.891
10215,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2001,16766561.0,0.597
10216,Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,73.37100000000001,0.597
10217,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2001,21099833784.0,0.597
10218,Syrian Arab Republic,SYR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,8.329999924,0.597
10219,Syrian Arab Republic,SYR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,25.87601609,0.597
10220,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2001,6318513.0,0.548
10221,Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,62.806999999999995,0.548
10222,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2001,1080768907.0,0.548
10223,Tajikistan,TJK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.421000004,0.548
10224,Tajikistan,TJK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,23.80840939,0.548
10225,Thailand,THA,"Population, total",SP.POP.TOTL,2001,63539196.0,0.657
10226,Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,70.832,0.657
10227,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2001,120297000000.0,0.657
10228,Thailand,THA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,2.855999947,0.657
10229,Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,8.582504851,0.657
10230,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2001,901214.0,0.512
10231,Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,59.945,0.512
10232,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2001,517708500.0,0.512
10233,Timor-Leste,TLS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.44599998,0.512
10234,Timor-Leste,TLS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,19.89092317,0.512
10235,Togo,TGO,"Population, total",SP.POP.TOTL,2001,5062567.0,0.427
10236,Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,53.553999999999995,0.427
10237,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2001,1481141850.0,0.427
10238,Togo,TGO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.43900001,0.427
10239,Togo,TGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,33.92963181,0.427
10240,Tonga,TON,"Population, total",SP.POP.TOTL,2001,98487.0,0.67
10241,Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,69.725,0.67
10242,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2001,181244788.5,0.67
10243,Tonga,TON,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.0909999609999999,0.67
10244,Tonga,TON,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,18.35682852,0.67
10245,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2001,1271632.0,0.729
10246,Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,69.65,0.729
10247,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2001,8824873259.0,0.729
10248,Trinidad and Tobago,TTO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,5.243000031,0.729
10249,Trinidad and Tobago,TTO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,1.2863770559999999,0.729
10250,Tunisia,TUN,"Population, total",SP.POP.TOTL,2001,9793903.0,0.661
10251,Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,73.415,0.661
10252,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2001,22066101341.0,0.661
10253,Tunisia,TUN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,4.587999821,0.661
10254,Tunisia,TUN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,9.421826028,0.661
10255,Turkey,TUR,"Population, total",SP.POP.TOTL,2001,64192243.0,0.661
10256,Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,70.56,0.661
10257,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2001,200252000000.0,0.661
10258,Turkey,TUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,5.291999817,0.661
10259,Turkey,TUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,8.853831237,0.661
10260,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2001,4564083.0,..
10261,Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,63.842,..
10262,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2001,3534803922.0,..
10263,Turkmenistan,TKM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.791000009,..
10264,Turkmenistan,TKM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,23.09804465,..
10265,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2001,9484.0,..
10267,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2001,13196544.95,..
10269,Tuvalu,TUV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,18.3133314,..
10270,Uganda,UGA,"Population, total",SP.POP.TOTL,2001,24388968.0,0.403
10271,Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,47.22,0.403
10272,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2001,5840503869.0,0.403
10273,Uganda,UGA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.305000007,0.403
10274,Uganda,UGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,27.85024148,0.403
10275,Ukraine,UKR,"Population, total",SP.POP.TOTL,2001,48683865.0,0.681
10276,Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,67.83707317,0.681
10277,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2001,37972301335.0,0.681
10278,Ukraine,UKR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.039000034,0.681
10279,Ukraine,UKR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,14.3095241,0.681
10280,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2001,3302719.0,0.787
10281,United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,74.544,0.787
10282,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2001,103312000000.0,0.787
10283,United Arab Emirates,ARE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.467000008,0.787
10284,United Arab Emirates,ARE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,2.238200162,0.787
10285,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2001,59119673.0,0.871
10286,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,77.99268293,0.871
10287,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2001,1640250000000.0,0.871
10288,United Kingdom,GBR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.1559998989999998,0.871
10289,United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,0.84336789,0.871
10290,United States,USA,"Population, total",SP.POP.TOTL,2001,284968955.0,0.884
10291,United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,76.83658537,0.884
10292,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2001,10581800000000.0,0.884
10293,United States,USA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.02699995,0.884
10294,United States,USA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,1.129325505,0.884
10295,Uruguay,URY,"Population, total",SP.POP.TOTL,2001,3325473.0,0.745
10296,Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,74.939,0.745
10297,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2001,20898788417.0,0.745
10298,Uruguay,URY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,3.948999882,0.745
10299,Uruguay,URY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,5.586703233,0.745
10300,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2001,24964450.0,0.603
10301,Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,67.374,0.603
10302,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2001,11401421329.0,0.603
10303,Uzbekistan,UZB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.50999999,0.603
10304,Uzbekistan,UZB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,29.9738087,0.603
10305,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2001,189219.0,..
10306,Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,67.583,..
10307,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2001,257926881.7,..
10308,Vanuatu,VUT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,1.437000036,..
10309,Vanuatu,VUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,23.5298826,..
10310,Zambia,ZMB,"Population, total",SP.POP.TOTL,2001,10692193.0,0.436
10311,Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,44.615,0.436
10312,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2001,4094480988.0,0.436
10313,Zambia,ZMB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.48100000600000004,0.436
10314,Zambia,ZMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,15.52748224,0.436
10315,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2001,11923914.0,0.453
10316,Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,44.01,0.453
10317,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2001,6777384700.0,0.453
10318,Zimbabwe,ZWE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,0.43599999,0.453
10319,Zimbabwe,ZWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,15.62707072,0.453
10320,South Asia,SAS,"Population, total",SP.POP.TOTL,2002,1442644058.0,0.516
10321,South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,63.62377115,0.516
10322,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2002,670046000000.0,0.516
10323,South Asia,SAS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,1.031174292,0.516
10324,South Asia,SAS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,19.93627927,0.516
10325,Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2002,701066167.0,0.434
10326,Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,51.14816442,0.434
10327,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2002,412652000000.0,0.434
10328,Sub-Saharan Africa,SSF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,2.3697189830000003,0.434
10329,Sub-Saharan Africa,SSF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,20.49410023,0.434
10330,World,WLD,"Population, total",SP.POP.TOTL,2002,6273526441.0,0.651
10331,World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,68.07034502,0.651
10332,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2002,34673900000000.0,0.651
10333,World,WLD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,2.788815306,0.651
10334,World,WLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,4.658554703,0.651
10335,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2002,22600770.0,0.378
10336,Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,56.784,0.378
10337,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2002,4055176933.0,0.378
10338,Afghanistan,AFG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,0.521000028,0.378
10339,Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,38.62789186,0.378
10340,Albania,ALB,"Population, total",SP.POP.TOTL,2002,3051010.0,0.68
10341,Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,74.579,0.68
10342,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002,4348070165.0,0.68
10343,Albania,ALB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,2.9869999889999996,0.68
10344,Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,22.02517478,0.68
10345,Algeria,DZA,"Population, total",SP.POP.TOTL,2002,31855109.0,0.666
10346,Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,71.605,0.666
10347,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2002,56758113501.0,0.666
10348,Algeria,DZA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,6.472000122000001,0.666
10349,Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,9.224782205,0.666
10350,Andorra,AND,"Population, total",SP.POP.TOTL,2002,70049.0,0.78
10352,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2002,1733116883.0,0.78
10354,Andorra,AND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,0.406166344,0.78
10355,Angola,AGO,"Population, total",SP.POP.TOTL,2002,17519417.0,0.419
10356,Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,47.702,0.419
10357,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2002,15285594828.0,0.419
10358,Angola,AGO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,4.006000042,0.419
10359,Angola,AGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,5.839549975,0.419
10360,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2002,78295.0,..
10361,Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,74.395,..
10362,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2002,814615333.3,..
10364,Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,1.730291789,..
10365,Argentina,ARG,"Population, total",SP.POP.TOTL,2002,37681749.0,0.77
10366,Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,73.932,0.77
10367,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2002,97724004252.0,0.77
10368,Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,3.775000095,0.77
10369,Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,10.20664671,0.77
10370,Armenia,ARM,"Population, total",SP.POP.TOTL,2002,3033978.0,0.663
10371,Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,72.112,0.663
10372,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2002,2376335048.0,0.663
10373,Armenia,ARM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,0.545000017,0.663
10375,Australia,AUS,"Population, total",SP.POP.TOTL,2002,19651400.0,0.903
10376,Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,79.93658537,0.903
10377,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394649000000.0,0.903
10378,Australia,AUS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,7.632999897,0.903
10379,Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,3.948012139,0.903
