,country_name,indicator_name,year,value,hdi
2502858,Uganda,Labor force with basic education (% of total working-age population with basic education),2012,67.1670989990234,0.497
2502861,Uganda,Labor force with intermediate education (% of total working-age population with intermediate education),2012,59.0236015319824,0.497
2503323,Ukraine,"Literacy rate, adult total (% of people ages 15 and above)",2012,99.97435,0.742
2503913,Ukraine,"Government expenditure on education, total (% of GDP)",2012,6.69233,0.742
2505651,United Kingdom,Labor force with advanced education (% of total working-age population with advanced education),2012,83.67579650878909,0.897
2505654,United Kingdom,Labor force with basic education (% of total working-age population with basic education),2012,56.617000579834006,0.897
2505657,United Kingdom,Labor force with intermediate education (% of total working-age population with intermediate education),2012,74.71690368652341,0.897
2506535,United States,Labor force with advanced education (% of total working-age population with advanced education),2012,75.5871963500977,0.916
2506538,United States,Labor force with basic education (% of total working-age population with basic education),2012,40.8730010986328,0.916
2506541,United States,Labor force with intermediate education (% of total working-age population with intermediate education),2012,58.8539009094238,0.916
2506884,Uruguay,"Literacy rate, adult total (% of people ages 15 and above)",2012,98.39594,0.788
2507422,Uruguay,Labor force with advanced education (% of total working-age population with advanced education),2012,82.9955978393555,0.788
2507425,Uruguay,Labor force with basic education (% of total working-age population with basic education),2012,64.779899597168,0.788
2507428,Uruguay,Labor force with intermediate education (% of total working-age population with intermediate education),2012,80.5560989379883,0.788
2510836,Zimbabwe,"Government expenditure on education, total (% of GDP)",2012,6.070209999999999,0.516
2511251,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",2013,68.01312,0.607
2512011,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",2013,62.81559,0.521
2512728,World,"Literacy rate, adult total (% of people ages 15 and above)",2013,84.90292,0.713
2513913,Afghanistan,"Government expenditure on education, total (% of GDP)",2013,3.4544599999999996,0.485
2514862,Albania,"Government expenditure on education, total (% of GDP)",2013,3.5393,0.781
2514898,Albania,Labor force with advanced education (% of total working-age population with advanced education),2013,73.4274978637695,0.781
2514901,Albania,Labor force with basic education (% of total working-age population with basic education),2013,46.4828987121582,0.781
2514904,Albania,Labor force with intermediate education (% of total working-age population with intermediate education),2013,58.9370994567871,0.781
2517001,Argentina,"Literacy rate, adult total (% of people ages 15 and above)",2013,99.12195,0.824
2517558,Argentina,"Government expenditure on education, total (% of GDP)",2013,5.43661,0.824
2517597,Argentina,Labor force with advanced education (% of total working-age population with advanced education),2013,82.64869689941409,0.824
2517600,Argentina,Labor force with basic education (% of total working-age population with basic education),2013,49.7816009521484,0.824
2517603,Argentina,Labor force with intermediate education (% of total working-age population with intermediate education),2013,66.2397003173828,0.824
2518555,Armenia,"Government expenditure on education, total (% of GDP)",2013,2.6501799999999998,0.743
2518592,Armenia,Labor force with advanced education (% of total working-age population with advanced education),2013,70.3220977783203,0.743
2518595,Armenia,Labor force with basic education (% of total working-age population with basic education),2013,31.0592994689941,0.743
2518598,Armenia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,61.619899749755895,0.743
2519497,Australia,"Government expenditure on education, total (% of GDP)",2013,5.23801,0.926
2519538,Australia,Labor force with advanced education (% of total working-age population with advanced education),2013,82.5800018310547,0.926
2519541,Australia,Labor force with basic education (% of total working-age population with basic education),2013,52.1399993896484,0.926
2519544,Australia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,76.13999938964841,0.926
2520387,Austria,"Government expenditure on education, total (% of GDP)",2013,5.54711,0.896
2520432,Austria,Labor force with advanced education (% of total working-age population with advanced education),2013,76.9093017578125,0.896
2520435,Austria,Labor force with basic education (% of total working-age population with basic education),2013,36.8368988037109,0.896
2520438,Austria,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.2738037109375,0.896
2520782,Azerbaijan,"Literacy rate, adult total (% of people ages 15 and above)",2013,99.78936,0.741
2521312,Azerbaijan,"Government expenditure on education, total (% of GDP)",2013,2.44213,0.741
2522172,Bahrain,"Government expenditure on education, total (% of GDP)",2013,2.47688,0.807
2522487,Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2013,61.01554,0.572
2523042,Bangladesh,"Government expenditure on education, total (% of GDP)",2013,1.96616,0.572
2523083,Bangladesh,Labor force with advanced education (% of total working-age population with advanced education),2013,80.09410095214841,0.572
2523086,Bangladesh,Labor force with basic education (% of total working-age population with basic education),2013,63.432399749755895,0.572
2523089,Bangladesh,Labor force with intermediate education (% of total working-age population with intermediate education),2013,55.809700012207,0.572
2523908,Barbados,"Government expenditure on education, total (% of GDP)",2013,5.09774,0.812
2524804,Belarus,"Government expenditure on education, total (% of GDP)",2013,5.0094199999999995,0.808
2525730,Belgium,"Government expenditure on education, total (% of GDP)",2013,6.639660000000001,0.908
2525778,Belgium,Labor force with advanced education (% of total working-age population with advanced education),2013,75.8061981201172,0.908
2525781,Belgium,Labor force with basic education (% of total working-age population with basic education),2013,31.127799987793,0.908
2525784,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),2013,61.3639984130859,0.908
2526679,Belize,"Government expenditure on education, total (% of GDP)",2013,6.2572,0.707
2526704,Belize,Labor force with advanced education (% of total working-age population with advanced education),2013,83.75340270996091,0.707
2526707,Belize,Labor force with basic education (% of total working-age population with basic education),2013,56.6837005615234,0.707
2526710,Belize,Labor force with intermediate education (% of total working-age population with intermediate education),2013,68.0495986938477,0.707
2527569,Benin,"Government expenditure on education, total (% of GDP)",2013,4.54732,0.5
2528419,Bhutan,"Government expenditure on education, total (% of GDP)",2013,5.58966,0.594
2528778,Bosnia and Herzegovina,"Literacy rate, adult total (% of people ages 15 and above)",2013,96.99176999999999,0.748
2529350,Bosnia and Herzegovina,Labor force with advanced education (% of total working-age population with advanced education),2013,81.24169921875,0.748
2529353,Bosnia and Herzegovina,Labor force with basic education (% of total working-age population with basic education),2013,27.2187004089355,0.748
2529356,Bosnia and Herzegovina,Labor force with intermediate education (% of total working-age population with intermediate education),2013,56.7736015319824,0.748
2529751,Botswana,"Literacy rate, adult total (% of people ages 15 and above)",2013,86.82318000000001,0.699
2530638,Brazil,"Literacy rate, adult total (% of people ages 15 and above)",2013,91.48424,0.752
2531222,Brazil,"Government expenditure on education, total (% of GDP)",2013,5.83885,0.752
2531273,Brazil,Labor force with advanced education (% of total working-age population with advanced education),2013,81.2613983154297,0.752
2531276,Brazil,Labor force with basic education (% of total working-age population with basic education),2013,69.3575973510742,0.752
2531279,Brazil,Labor force with intermediate education (% of total working-age population with intermediate education),2013,82.07460021972659,0.752
2532914,Bulgaria,"Government expenditure on education, total (% of GDP)",2013,4.07685,0.792
2532953,Bulgaria,Labor force with advanced education (% of total working-age population with advanced education),2013,73.4945983886719,0.792
2532956,Bulgaria,Labor force with basic education (% of total working-age population with basic education),2013,24.931200027465803,0.792
2532959,Bulgaria,Labor force with intermediate education (% of total working-age population with intermediate education),2013,61.9986991882324,0.792
2533871,Burkina Faso,"Government expenditure on education, total (% of GDP)",2013,4.59384,0.401
2534752,Burundi,"Government expenditure on education, total (% of GDP)",2013,5.99536,0.422
2535641,Cabo Verde,"Government expenditure on education, total (% of GDP)",2013,5.0014400000000006,0.641
2536520,Cambodia,"Government expenditure on education, total (% of GDP)",2013,2.0505400000000003,0.555
2536550,Cambodia,Labor force with advanced education (% of total working-age population with advanced education),2013,80.57640075683591,0.555
2536553,Cambodia,Labor force with basic education (% of total working-age population with basic education),2013,79.73280334472659,0.555
2536556,Cambodia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,77.2593994140625,0.555
2537455,Cameroon,"Government expenditure on education, total (% of GDP)",2013,2.76802,0.531
2538326,Canada,Labor force with advanced education (% of total working-age population with advanced education),2013,76.2564010620117,0.91
2538329,Canada,Labor force with basic education (% of total working-age population with basic education),2013,46.307399749755895,0.91
2538332,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),2013,65.8914031982422,0.91
2539757,Chad,"Government expenditure on education, total (% of GDP)",2013,2.85071,0.399
2540100,Chile,"Literacy rate, adult total (% of people ages 15 and above)",2013,96.26706,0.83
2540656,Chile,"Government expenditure on education, total (% of GDP)",2013,4.5294300000000005,0.83
2540702,Chile,Labor force with advanced education (% of total working-age population with advanced education),2013,84.252197265625,0.83
2540705,Chile,Labor force with basic education (% of total working-age population with basic education),2013,49.302398681640604,0.83
2540708,Chile,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.279296875,0.83
2542583,Colombia,"Government expenditure on education, total (% of GDP)",2013,4.88174,0.746
2542632,Colombia,Labor force with advanced education (% of total working-age population with advanced education),2013,79.5030975341797,0.746
2542635,Colombia,Labor force with basic education (% of total working-age population with basic education),2013,63.4133987426758,0.746
2542638,Colombia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,73.7248992919922,0.746
2543449,Comoros,"Government expenditure on education, total (% of GDP)",2013,2.3827599999999998,0.532
2544369,Costa Rica,"Government expenditure on education, total (% of GDP)",2013,6.84934,0.777
2544409,Costa Rica,Labor force with advanced education (% of total working-age population with advanced education),2013,79.2459030151367,0.777
2544412,Costa Rica,Labor force with basic education (% of total working-age population with basic education),2013,59.632598876953104,0.777
2544415,Costa Rica,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.7732009887695,0.777
2545293,Croatia,"Government expenditure on education, total (% of GDP)",2013,4.55695,0.825
2545327,Croatia,Labor force with advanced education (% of total working-age population with advanced education),2013,72.81109619140629,0.825
2545330,Croatia,Labor force with basic education (% of total working-age population with basic education),2013,23.617200851440398,0.825
2545333,Croatia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,59.910400390625,0.825
2546858,Cyprus,"Government expenditure on education, total (% of GDP)",2013,6.431769999999999,0.854
2546900,Cyprus,Labor force with advanced education (% of total working-age population with advanced education),2013,83.603401184082,0.854
2546903,Cyprus,Labor force with basic education (% of total working-age population with basic education),2013,40.650299072265604,0.854
2546906,Cyprus,Labor force with intermediate education (% of total working-age population with intermediate education),2013,69.6433029174805,0.854
2547744,Denmark,"Government expenditure on education, total (% of GDP)",2013,8.49443,0.926
2547787,Denmark,Labor force with advanced education (% of total working-age population with advanced education),2013,78.23590087890629,0.926
2547790,Denmark,Labor force with basic education (% of total working-age population with basic education),2013,44.1110992431641,0.926
2547793,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.5198974609375,0.926
2549392,Dominican Republic,"Literacy rate, adult total (% of people ages 15 and above)",2013,90.85815,0.712
2550028,Dominican Republic,Labor force with advanced education (% of total working-age population with advanced education),2013,82.28289794921879,0.712
2550031,Dominican Republic,Labor force with basic education (% of total working-age population with basic education),2013,54.1548004150391,0.712
2550034,Dominican Republic,Labor force with intermediate education (% of total working-age population with intermediate education),2013,66.0038986206055,0.712
2550463,Ecuador,"Literacy rate, adult total (% of people ages 15 and above)",2013,93.29463,0.751
2551004,Ecuador,"Government expenditure on education, total (% of GDP)",2013,5.00464,0.751
2551032,Ecuador,Labor force with advanced education (% of total working-age population with advanced education),2013,79.2845001220703,0.751
2551035,Ecuador,Labor force with basic education (% of total working-age population with basic education),2013,57.6073989868164,0.751
2551038,Ecuador,Labor force with intermediate education (% of total working-age population with intermediate education),2013,65.61769866943361,0.751
2551415,El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",2013,86.76758000000001,0.662
2551997,El Salvador,"Government expenditure on education, total (% of GDP)",2013,3.80384,0.662
2552041,El Salvador,Labor force with advanced education (% of total working-age population with advanced education),2013,88.6873016357422,0.662
2552044,El Salvador,Labor force with basic education (% of total working-age population with basic education),2013,60.3849983215332,0.662
2552047,El Salvador,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.2755966186523,0.662
2553541,Estonia,"Government expenditure on education, total (% of GDP)",2013,4.83838,0.863
2553577,Estonia,Labor force with advanced education (% of total working-age population with advanced education),2013,80.6257019042969,0.863
2553580,Estonia,Labor force with basic education (% of total working-age population with basic education),2013,36.6605987548828,0.863
2553583,Estonia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,70.9742965698242,0.863
2554418,Ethiopia,"Government expenditure on education, total (% of GDP)",2013,4.49855,0.439
2554447,Ethiopia,Labor force with advanced education (% of total working-age population with advanced education),2013,93.5944976806641,0.439
2554450,Ethiopia,Labor force with basic education (% of total working-age population with basic education),2013,79.140998840332,0.439
2554453,Ethiopia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,81.2070007324219,0.439
2555206,Fiji,"Government expenditure on education, total (% of GDP)",2013,3.88289,0.707
2556051,Finland,"Government expenditure on education, total (% of GDP)",2013,7.15848,0.916
2556096,Finland,Labor force with advanced education (% of total working-age population with advanced education),2013,75.2647018432617,0.916
2556099,Finland,Labor force with basic education (% of total working-age population with basic education),2013,28.8955001831055,0.916
2556102,Finland,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.58779907226561,0.916
2556947,France,"Government expenditure on education, total (% of GDP)",2013,5.50028,0.882
2556995,France,Labor force with advanced education (% of total working-age population with advanced education),2013,78.1434020996094,0.882
2556998,France,Labor force with basic education (% of total working-age population with basic education),2013,33.304000854492195,0.882
2557001,France,Labor force with intermediate education (% of total working-age population with intermediate education),2013,63.2079010009766,0.882
2557795,Gabon,"Government expenditure on education, total (% of GDP)",2013,3.0297099999999997,0.679
2558736,Georgia,Labor force with advanced education (% of total working-age population with advanced education),2013,75.8452987670898,0.756
2558739,Georgia,Labor force with basic education (% of total working-age population with basic education),2013,35.3166007995605,0.756
2558742,Georgia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,69.5070037841797,0.756
2559643,Germany,"Government expenditure on education, total (% of GDP)",2013,4.93497,0.927
2559690,Germany,Labor force with advanced education (% of total working-age population with advanced education),2013,73.9825973510742,0.927
2559693,Germany,Labor force with basic education (% of total working-age population with basic education),2013,40.7566986083984,0.927
2559696,Germany,Labor force with intermediate education (% of total working-age population with intermediate education),2013,63.8148002624512,0.927
2560601,Ghana,"Government expenditure on education, total (% of GDP)",2013,4.6071,0.578
2560613,Ghana,Labor force with advanced education (% of total working-age population with advanced education),2013,80.52220153808591,0.578
2560616,Ghana,Labor force with basic education (% of total working-age population with basic education),2013,75.7716979980469,0.578
2560619,Ghana,Labor force with intermediate education (% of total working-age population with intermediate education),2013,69.3856964111328,0.578
2561563,Greece,Labor force with advanced education (% of total working-age population with advanced education),2013,77.9238967895508,0.858
2561566,Greece,Labor force with basic education (% of total working-age population with basic education),2013,36.581901550293004,0.858
2561569,Greece,Labor force with intermediate education (% of total working-age population with intermediate education),2013,60.871299743652294,0.858
2561902,Guatemala,"Literacy rate, adult total (% of people ages 15 and above)",2013,77.03867,0.616
2562490,Guatemala,"Government expenditure on education, total (% of GDP)",2013,2.84226,0.616
2562528,Guatemala,Labor force with advanced education (% of total working-age population with advanced education),2013,85.844596862793,0.616
2562531,Guatemala,Labor force with basic education (% of total working-age population with basic education),2013,58.70320129394529,0.616
2562534,Guatemala,Labor force with intermediate education (% of total working-age population with intermediate education),2013,74.67230224609379,0.616
2563364,Guinea,"Government expenditure on education, total (% of GDP)",2013,2.63421,0.439
2564119,Guinea-Bissau,"Government expenditure on education, total (% of GDP)",2013,2.13249,0.441
2565988,Honduras,"Literacy rate, adult total (% of people ages 15 and above)",2013,85.46441999999999,0.603
2566572,Honduras,"Government expenditure on education, total (% of GDP)",2013,5.87493,0.603
2566609,Honduras,Labor force with advanced education (% of total working-age population with advanced education),2013,87.3125991821289,0.603
2566612,Honduras,Labor force with basic education (% of total working-age population with basic education),2013,60.184299468994105,0.603
2566615,Honduras,Labor force with intermediate education (% of total working-age population with intermediate education),2013,64.5504989624023,0.603
2567558,Hungary,"Government expenditure on education, total (% of GDP)",2013,4.20357,0.835
2567607,Hungary,Labor force with advanced education (% of total working-age population with advanced education),2013,74.8620986938477,0.835
2567610,Hungary,Labor force with basic education (% of total working-age population with basic education),2013,27.714300155639602,0.835
2567613,Hungary,Labor force with intermediate education (% of total working-age population with intermediate education),2013,64.2819976806641,0.835
2568469,Iceland,"Government expenditure on education, total (% of GDP)",2013,7.491219999999999,0.92
2568512,Iceland,Labor force with advanced education (% of total working-age population with advanced education),2013,90.8094024658203,0.92
2568515,Iceland,Labor force with basic education (% of total working-age population with basic education),2013,72.1821975708008,0.92
2568518,Iceland,Labor force with intermediate education (% of total working-age population with intermediate education),2013,82.0961990356445,0.92
2569430,India,"Government expenditure on education, total (% of GDP)",2013,3.84467,0.607
2570429,Indonesia,"Government expenditure on education, total (% of GDP)",2013,3.3590400000000002,0.688
2570473,Indonesia,Labor force with advanced education (% of total working-age population with advanced education),2013,86.60559844970699,0.688
2570476,Indonesia,Labor force with basic education (% of total working-age population with basic education),2013,62.43949890136721,0.688
2570479,Indonesia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,71.2144012451172,0.688
2570854,Iraq,"Literacy rate, adult total (% of people ages 15 and above)",2013,43.683279999999996,0.662
2571986,Ireland,"Government expenditure on education, total (% of GDP)",2013,5.3268699999999995,0.908
2572030,Ireland,Labor force with advanced education (% of total working-age population with advanced education),2013,81.3980026245117,0.908
2572033,Ireland,Labor force with basic education (% of total working-age population with basic education),2013,35.460899353027294,0.908
2572036,Ireland,Labor force with intermediate education (% of total working-age population with intermediate education),2013,68.0488967895508,0.908
2572863,Israel,"Government expenditure on education, total (% of GDP)",2013,5.87925,0.895
2572900,Israel,Labor force with advanced education (% of total working-age population with advanced education),2013,81.4051971435547,0.895
2572903,Israel,Labor force with basic education (% of total working-age population with basic education),2013,34.540699005127,0.895
2572906,Israel,Labor force with intermediate education (% of total working-age population with intermediate education),2013,71.43479919433591,0.895
2573798,Italy,"Government expenditure on education, total (% of GDP)",2013,4.16472,0.873
2573840,Italy,Labor force with advanced education (% of total working-age population with advanced education),2013,74.3930969238281,0.873
2573843,Italy,Labor force with basic education (% of total working-age population with basic education),2013,34.7354011535645,0.873
2573846,Italy,Labor force with intermediate education (% of total working-age population with intermediate education),2013,64.29010009765629,0.873
2574747,Jamaica,"Government expenditure on education, total (% of GDP)",2013,6.25108,0.72
2575550,Japan,"Government expenditure on education, total (% of GDP)",2013,3.6653800000000003,0.9
2575587,Japan,Labor force with advanced education (% of total working-age population with advanced education),2013,77.5100021362305,0.9
2575590,Japan,Labor force with intermediate education (% of total working-age population with intermediate education),2013,53.9099998474121,0.9
2578329,Kenya,"Government expenditure on education, total (% of GDP)",2013,5.41138,0.551
2579215,Kuwait,"Literacy rate, adult total (% of people ages 15 and above)",2013,95.58582,0.798
2580530,Latvia,"Government expenditure on education, total (% of GDP)",2013,6.98544,0.834
2580573,Latvia,Labor force with advanced education (% of total working-age population with advanced education),2013,83.6903991699219,0.834
2580576,Latvia,Labor force with basic education (% of total working-age population with basic education),2013,35.747200012206996,0.834
2580579,Latvia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.6306991577148,0.834
2581472,Lebanon,"Government expenditure on education, total (% of GDP)",2013,2.4553700000000003,0.741
2583159,Liberia,"Government expenditure on education, total (% of GDP)",2013,1.7346599999999999,0.463
2584596,Luxembourg,Labor force with advanced education (% of total working-age population with advanced education),2013,78.8424987792969,0.892
2584599,Luxembourg,Labor force with basic education (% of total working-age population with basic education),2013,37.910099029541,0.892
2584602,Luxembourg,Labor force with intermediate education (% of total working-age population with intermediate education),2013,58.90119934082029,0.892
2585451,Madagascar,"Government expenditure on education, total (% of GDP)",2013,2.0823099999999997,0.509
2586396,Malawi,"Government expenditure on education, total (% of GDP)",2013,5.41617,0.463
2586426,Malawi,Labor force with advanced education (% of total working-age population with advanced education),2013,90.2566986083984,0.463
2586429,Malawi,Labor force with basic education (% of total working-age population with basic education),2013,74.2397994995117,0.463
2586432,Malawi,Labor force with intermediate education (% of total working-age population with intermediate education),2013,78.28289794921879,0.463
2587343,Malaysia,"Government expenditure on education, total (% of GDP)",2013,5.4812,0.787
2587384,Malaysia,Labor force with advanced education (% of total working-age population with advanced education),2013,67.30999755859379,0.787
2587387,Malaysia,Labor force with basic education (% of total working-age population with basic education),2013,68.9599990844727,0.787
2587390,Malaysia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,67.02999877929689,0.787
2588087,Maldives,"Government expenditure on education, total (% of GDP)",2013,3.8001199999999997,0.693
2588917,Mali,"Government expenditure on education, total (% of GDP)",2013,3.2828,0.408
2589818,Mauritania,"Government expenditure on education, total (% of GDP)",2013,2.93739,0.511
2590156,Mauritius,"Literacy rate, adult total (% of people ages 15 and above)",2013,91.49003,0.775
2590731,Mauritius,"Government expenditure on education, total (% of GDP)",2013,3.61579,0.775
2590764,Mauritius,Labor force with advanced education (% of total working-age population with advanced education),2013,71.6351013183594,0.775
2590767,Mauritius,Labor force with basic education (% of total working-age population with basic education),2013,56.5648002624512,0.775
2590770,Mauritius,Labor force with intermediate education (% of total working-age population with intermediate education),2013,64.4119033813477,0.775
2591123,Mexico,"Literacy rate, adult total (% of people ages 15 and above)",2013,93.96285,0.75
2591722,Mexico,"Government expenditure on education, total (% of GDP)",2013,4.69605,0.75
2591764,Mexico,Labor force with advanced education (% of total working-age population with advanced education),2013,80.59210205078129,0.75
2591767,Mexico,Labor force with basic education (% of total working-age population with basic education),2013,58.380298614502,0.75
2591770,Mexico,Labor force with intermediate education (% of total working-age population with intermediate education),2013,63.874298095703104,0.75
2592747,Mongolia,"Government expenditure on education, total (% of GDP)",2013,4.94077,0.728
2592782,Mongolia,Labor force with advanced education (% of total working-age population with advanced education),2013,71.940299987793,0.728
2592785,Mongolia,Labor force with basic education (% of total working-age population with basic education),2013,52.8927001953125,0.728
2592788,Mongolia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,57.334201812744105,0.728
2593681,Montenegro,Labor force with advanced education (% of total working-age population with advanced education),2013,78.5699996948242,0.801
2593684,Montenegro,Labor force with basic education (% of total working-age population with basic education),2013,16.7448997497559,0.801
2593687,Montenegro,Labor force with intermediate education (% of total working-age population with intermediate education),2013,56.888301849365206,0.801
2595553,Mozambique,"Government expenditure on education, total (% of GDP)",2013,6.480090000000001,0.412
2597260,Namibia,Labor force with advanced education (% of total working-age population with advanced education),2013,86.5943984985352,0.622
2597263,Namibia,Labor force with basic education (% of total working-age population with basic education),2013,62.7765998840332,0.622
2597266,Namibia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,54.701499938964794,0.622
2598195,Nepal,"Government expenditure on education, total (% of GDP)",2013,3.47465,0.555
2599046,Netherlands,"Government expenditure on education, total (% of GDP)",2013,5.52656,0.924
2599095,Netherlands,Labor force with advanced education (% of total working-age population with advanced education),2013,80.9789962768555,0.924
2599098,Netherlands,Labor force with basic education (% of total working-age population with basic education),2013,46.805599212646506,0.924
2599101,Netherlands,Labor force with intermediate education (% of total working-age population with intermediate education),2013,70.1110000610352,0.924
2599931,New Zealand,"Government expenditure on education, total (% of GDP)",2013,6.7020800000000005,0.907
2599967,New Zealand,Labor force with advanced education (% of total working-age population with advanced education),2013,69.7600021362305,0.907
2599970,New Zealand,Labor force with intermediate education (% of total working-age population with intermediate education),2013,53.7400016784668,0.907
2601675,Niger,"Government expenditure on education, total (% of GDP)",2013,4.91844,0.345
2603572,North Macedonia,Labor force with advanced education (% of total working-age population with advanced education),2013,79.5467987060547,0.743
2603575,North Macedonia,Labor force with basic education (% of total working-age population with basic education),2013,36.23569869995121,0.743
2603578,North Macedonia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,68.73370361328129,0.743
2604445,Norway,"Government expenditure on education, total (% of GDP)",2013,7.474760000000001,0.946
2604491,Norway,Labor force with advanced education (% of total working-age population with advanced education),2013,84.815299987793,0.946
2604494,Norway,Labor force with basic education (% of total working-age population with basic education),2013,54.5183982849121,0.946
2604497,Norway,Labor force with intermediate education (% of total working-age population with intermediate education),2013,72.7257995605469,0.946
2605278,Oman,"Government expenditure on education, total (% of GDP)",2013,4.97011,0.811
2605609,Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2013,55.59499,0.537
2606196,Pakistan,"Government expenditure on education, total (% of GDP)",2013,2.49344,0.537
2606221,Pakistan,Labor force with advanced education (% of total working-age population with advanced education),2013,64.3525009155273,0.537
2606224,Pakistan,Labor force with basic education (% of total working-age population with basic education),2013,52.8791999816895,0.537
2606227,Pakistan,Labor force with intermediate education (% of total working-age population with intermediate education),2013,48.64179992675779,0.537
2607246,Panama,Labor force with advanced education (% of total working-age population with advanced education),2013,82.4157028198242,0.775
2607249,Panama,Labor force with basic education (% of total working-age population with basic education),2013,55.445499420165994,0.775
2607252,Panama,Labor force with intermediate education (% of total working-age population with intermediate education),2013,70.122200012207,0.775
2608278,Paraguay,"Literacy rate, adult total (% of people ages 15 and above)",2013,95.05904,0.709
2608828,Paraguay,Labor force with advanced education (% of total working-age population with advanced education),2013,88.7035980224609,0.709
2608831,Paraguay,Labor force with basic education (% of total working-age population with basic education),2013,64.3560028076172,0.709
2608834,Paraguay,Labor force with intermediate education (% of total working-age population with intermediate education),2013,76.3741989135742,0.709
2609793,Peru,"Government expenditure on education, total (% of GDP)",2013,3.2966,0.742
2609843,Peru,Labor force with advanced education (% of total working-age population with advanced education),2013,85.0177993774414,0.742
2609846,Peru,Labor force with basic education (% of total working-age population with basic education),2013,57.7865982055664,0.742
2609849,Peru,Labor force with intermediate education (% of total working-age population with intermediate education),2013,72.2193984985352,0.742
2610253,Philippines,"Literacy rate, adult total (% of people ages 15 and above)",2013,96.398,0.692
2611743,Poland,"Government expenditure on education, total (% of GDP)",2013,4.94011,0.851
2611787,Poland,Labor force with advanced education (% of total working-age population with advanced education),2013,80.1221008300781,0.851
2611790,Poland,Labor force with basic education (% of total working-age population with basic education),2013,19.604999542236303,0.851
2611793,Poland,Labor force with intermediate education (% of total working-age population with intermediate education),2013,60.9328002929688,0.851
2612664,Portugal,"Government expenditure on education, total (% of GDP)",2013,5.27787,0.837
2612713,Portugal,Labor force with advanced education (% of total working-age population with advanced education),2013,80.94920349121091,0.837
2612716,Portugal,Labor force with basic education (% of total working-age population with basic education),2013,55.612701416015604,0.837
2612719,Portugal,Labor force with intermediate education (% of total working-age population with intermediate education),2013,74.0792999267578,0.837
2613070,Qatar,"Literacy rate, adult total (% of people ages 15 and above)",2013,90.63299,0.857
2613521,Qatar,"Government expenditure on education, total (% of GDP)",2013,4.073840000000001,0.857
2613538,Qatar,Labor force with advanced education (% of total working-age population with advanced education),2013,84.44000244140629,0.857
2613541,Qatar,Labor force with basic education (% of total working-age population with basic education),2013,90.5999984741211,0.857
2613544,Qatar,Labor force with intermediate education (% of total working-age population with intermediate education),2013,83.9199981689453,0.857
2614427,Romania,Labor force with advanced education (% of total working-age population with advanced education),2013,80.4226989746094,0.8
2614430,Romania,Labor force with basic education (% of total working-age population with basic education),2013,34.467601776123,0.8
2614433,Romania,Labor force with intermediate education (% of total working-age population with intermediate education),2013,63.467899322509794,0.8
2615373,Russian Federation,"Government expenditure on education, total (% of GDP)",2013,3.75621,0.803
2615411,Russian Federation,Labor force with advanced education (% of total working-age population with advanced education),2013,69.5399017333984,0.803
2615414,Russian Federation,Labor force with basic education (% of total working-age population with basic education),2013,28.8085994720459,0.803
2615417,Russian Federation,Labor force with intermediate education (% of total working-age population with intermediate education),2013,77.1434020996094,0.803
2616259,Rwanda,"Government expenditure on education, total (% of GDP)",2013,4.94894,0.506
2617727,Sao Tome and Principe,"Government expenditure on education, total (% of GDP)",2013,5.939690000000001,0.568
2618052,Saudi Arabia,"Literacy rate, adult total (% of people ages 15 and above)",2013,94.42634,0.846
2618900,Senegal,"Literacy rate, adult total (% of people ages 15 and above)",2013,42.8175,0.494
2619435,Senegal,"Government expenditure on education, total (% of GDP)",2013,5.6725,0.494
2620433,Serbia,Labor force with advanced education (% of total working-age population with advanced education),2013,63.3773002624512,0.775
2620436,Serbia,Labor force with basic education (% of total working-age population with basic education),2013,44.9586982727051,0.775
2620439,Serbia,Labor force with intermediate education (% of total working-age population with intermediate education),2013,56.530799865722706,0.775
